,income
795,1
1063,1
18316,1
8380,1
26521,1
8988,0
5413,1
14931,1
13260,0
4767,1
29039,0
6235,1
18215,0
26141,1
15539,1
1756,1
17581,1
16769,1
29499,1
15290,0
2579,1
15365,0
25553,0
4359,0
7667,1
24515,1
8178,1
4012,1
27741,1
19489,1
18080,0
28047,1
28424,1
6024,0
10664,1
10053,1
13932,1
6104,1
12494,1
19218,1
8761,0
16366,1
27798,1
4145,0
20961,1
22649,1
14324,1
18821,1
24334,0
26573,1
11350,1
29303,0
27332,0
8341,1
9692,1
31060,0
19983,1
16227,0
29434,0
32125,0
2547,1
3172,1
28025,1
23149,1
20408,1
6761,1
16021,1
10167,1
7810,1
30176,1
2702,1
23064,1
8563,1
27408,1
32554,0
22113,1
28611,1
7630,1
6982,1
6541,1
1227,1
7922,1
27703,1
29076,1
1815,1
31162,0
21963,1
8852,1
1016,0
28158,1
22392,1
27287,1
15795,1
11178,0
8579,1
10985,1
18188,1
1737,1
32355,1
25959,1
29772,0
22667,0
11557,1
9174,1
20813,1
19436,0
11229,1
12761,1
23952,0
28081,0
17548,0
12863,1
8475,1
32197,1
21501,0
26285,1
10190,1
959,0
28984,1
18262,0
9522,1
12694,1
5368,0
16870,0
26836,1
31119,1
11683,1
22944,1
17492,0
30445,1
11180,1
16344,1
2345,0
1075,1
25398,1
31323,1
29175,1
28692,1
14796,0
28998,1
14011,1
12538,1
554,0
10958,0
23843,1
24443,1
9999,1
912,1
16120,1
25718,0
27959,1
4318,1
5276,0
5333,1
31937,1
18500,1
15383,1
29652,1
1243,0
6719,1
13190,1
20792,1
12882,0
20851,1
5621,1
12216,0
25550,1
4749,1
23385,1
21266,1
575,0
26464,1
20566,1
10627,0
2083,1
11843,1
13853,1
25587,1
23943,1
10857,1
17943,1
2120,1
31766,1
18077,1
21730,1
30267,1
12291,1
11473,1
29898,1
12360,1
13309,1
11438,1
12647,1
16448,1
23624,1
31368,0
920,1
2593,0
16350,1
30375,0
2066,0
17641,1
18984,1
13286,1
31050,0
3334,1
29471,0
17987,1
16773,1
27369,1
632,0
20270,1
7626,1
19609,1
27960,1
2369,1
21151,1
11171,0
8267,0
18281,1
20247,1
19828,1
6731,1
12845,1
17341,1
21958,1
23240,1
26584,0
13517,1
828,1
32521,1
31326,1
17880,1
30477,0
11751,1
25110,0
27293,1
1537,1
18554,1
25978,1
17523,1
27063,1
24061,1
25100,1
24285,0
20967,1
8258,0
27732,1
4725,1
16223,1
9498,1
32010,1
8316,1
25316,0
19056,1
26600,0
7197,1
3396,1
27324,0
24959,0
7381,1
25150,0
9859,1
14227,1
14545,1
13651,0
22398,0
13875,1
25213,1
32180,1
2680,1
24161,1
27398,1
23608,1
13783,1
11385,1
15836,1
32126,1
16518,0
30427,1
11993,1
27939,0
31520,1
32053,1
14274,1
2783,0
7561,0
30304,1
1811,0
26796,0
21043,1
9653,1
16441,1
8624,1
13908,1
28778,0
20323,1
1966,1
3839,1
10802,1
4692,0
653,1
13293,1
20850,0
28141,1
19302,1
32540,1
30636,1
11207,1
31398,0
27958,1
30903,1
20458,1
18667,1
15294,1
25753,1
30696,1
14552,1
6632,1
27166,0
17729,0
14960,0
26578,1
25920,1
16469,1
31935,1
20774,1
23737,1
30196,1
26488,0
11472,0
25333,1
25339,1
949,1
7455,1
31266,0
1770,1
20814,1
116,1
14296,1
16586,1
17226,0
19761,1
1061,1
18734,1
4164,0
12800,0
30094,1
27936,1
16954,1
5662,1
29279,1
1105,1
30837,1
20934,1
25438,0
2618,0
7528,1
5068,1
26397,1
24402,1
31672,1
1029,1
26056,1
25403,1
6172,1
11098,0
16203,1
25054,1
12349,1
21361,1
30388,1
13229,0
30835,0
18023,1
17868,0
8895,1
19095,1
26931,1
13851,1
7863,1
21424,0
29859,1
4761,0
28542,1
12682,1
29811,1
21485,1
21212,1
23234,1
32049,0
15652,1
16670,0
12842,1
22572,1
29067,1
21592,1
6937,1
5584,0
27996,1
5713,0
2730,1
11219,1
12289,1
8014,1
20898,1
9691,1
17802,1
1539,1
16398,1
11844,1
12318,1
26214,1
4449,1
21319,1
7118,1
13528,0
25776,1
9131,0
15774,0
19678,1
20557,0
17786,0
2843,0
4535,1
13688,1
11523,1
6204,1
31676,1
31890,1
9584,1
31008,0
5225,1
29142,1
343,1
10207,1
21074,1
11434,0
16618,1
15224,1
6427,1
23081,1
29225,1
20416,1
7837,0
18032,1
10797,1
9745,1
11002,1
6295,0
18336,1
32305,0
23400,1
6311,1
6688,1
2019,1
17245,0
9306,0
5915,1
11142,1
22092,1
20497,1
25708,0
26797,0
3771,1
25612,1
26739,1
13537,1
8531,1
6652,0
21605,0
19054,1
31401,0
24589,1
27930,1
14968,0
15753,1
12123,1
6581,0
24951,1
13969,1
23095,1
23823,1
32066,1
11016,1
19610,1
55,0
17783,1
25878,1
10736,0
26758,1
4727,0
31222,1
19272,0
30969,0
11400,1
12195,1
11372,1
8072,1
23586,1
9261,1
11055,1
22828,1
14525,1
32547,1
24791,1
5820,1
22099,1
8632,0
16681,1
4222,0
28010,1
28284,1
20076,0
2825,1
9186,1
13730,0
12095,1
6574,0
19468,1
8841,1
14401,0
10498,1
15431,0
10500,1
11105,1
8280,1
18293,1
30074,1
11431,1
28417,0
14258,1
14480,1
5881,1
21010,1
16845,1
17756,0
31055,1
18962,0
3270,1
5171,1
18282,1
9238,1
21506,1
21507,1
17024,0
6192,0
32029,0
3288,1
25661,0
16507,1
19871,1
4447,1
17957,0
17657,1
10455,0
27378,0
11148,1
13997,0
13442,1
32078,1
25941,1
3804,1
16537,1
27847,1
15884,1
1619,1
27533,1
22146,0
4661,0
18406,1
17704,1
17145,1
83,1
22849,1
3319,1
2215,0
3340,1
20794,1
24605,0
6918,1
8528,1
25377,1
7509,1
1129,1
29384,0
17806,1
7578,1
4641,0
8188,1
9116,1
1636,1
4203,0
6320,1
30724,0
27834,1
8289,1
19380,1
11792,1
29234,1
28428,0
3921,1
24316,0
1614,1
16736,1
20142,0
8034,1
20461,1
16778,0
17355,1
6814,0
88,1
26698,1
14524,1
25004,1
20484,0
14125,1
26581,0
20056,1
29443,1
30020,1
4167,1
25189,1
30906,1
12159,1
22947,0
22844,1
20890,0
11084,1
5502,1
15485,1
19593,1
4186,1
6892,1
3519,1
638,1
15478,1
31816,0
31224,1
19673,1
25628,1
17402,1
28401,1
28038,1
3570,1
9811,1
16594,1
16861,1
5372,1
18461,1
16064,1
2555,1
22899,1
27334,0
15427,1
28272,0
19200,1
24639,1
9593,1
3306,1
5765,1
28373,1
12932,1
10705,1
29493,1
12998,0
9269,0
19846,1
1762,1
7637,1
28630,1
4668,1
31598,1
14457,1
11263,1
2121,1
11826,0
24727,0
22248,1
1160,1
19832,1
2471,1
12067,1
13974,1
13445,1
1378,0
13386,1
3098,1
24784,1
9496,1
25611,0
29427,1
374,1
24214,1
2456,1
6813,1
20151,1
30587,1
10732,1
19270,0
9463,1
28173,0
9770,1
16721,0
11919,0
276,0
29595,1
7894,1
14007,1
1543,1
32346,1
17799,0
14407,1
18122,1
7067,1
267,0
16271,1
28887,0
23925,0
31639,0
15843,1
15322,1
16045,1
9497,1
25031,1
5027,0
27121,1
17324,1
17395,1
30368,1
42,1
15306,1
10332,1
29792,1
20925,1
24571,0
13650,0
29721,1
25057,0
4990,1
20712,1
14650,0
28056,1
4252,1
16187,1
28754,1
2973,0
7427,1
446,1
8546,1
21848,1
31211,1
18392,1
29453,1
16867,1
5525,1
25729,1
14974,1
6873,1
26708,1
6447,1
23196,0
8731,1
29498,1
31956,1
31165,1
39,1
4569,1
12781,1
30752,1
12673,1
7859,1
6942,0
26156,1
17199,1
17122,0
20816,0
29803,0
22418,0
22035,0
24085,1
28927,1
27196,1
12982,0
26001,1
18522,1
18977,1
1898,1
23872,0
11981,0
20772,1
22837,1
26358,1
4316,1
31657,1
3731,1
5104,1
23195,1
9095,1
15368,1
5173,0
17196,0
6839,1
5982,1
18914,0
13834,1
17584,1
12111,1
27448,1
10935,0
31302,0
28532,1
32520,1
6335,1
11511,1
27247,0
7968,0
22316,1
19023,0
7512,1
29344,1
23598,0
7842,1
24331,1
23860,1
9731,0
23607,1
5300,1
11738,1
7490,1
17813,0
13901,1
13436,1
14568,1
9288,1
31443,1
29796,1
8932,1
1369,1
7247,1
9667,1
23949,1
17611,1
291,1
3073,1
2145,1
32046,0
14720,1
15800,1
17565,1
17966,1
21687,1
3016,1
23857,0
2535,1
23987,0
6451,1
10245,1
16672,1
8654,1
2056,0
21891,0
18020,1
19336,1
19264,0
19151,1
18477,1
31761,0
18957,1
14962,0
25794,0
15560,1
6568,1
16255,1
28584,1
19006,0
31582,1
5877,1
27095,1
25800,0
30786,1
19647,1
31963,1
11004,1
23398,1
32280,1
10394,1
10072,1
17933,1
25884,1
25364,0
30585,0
11613,0
612,1
11042,1
1119,1
23371,1
30480,1
18565,1
7650,1
11468,0
4783,1
20359,1
32437,1
30053,1
7562,1
28076,0
21116,0
20401,1
12006,1
30391,0
19018,1
1361,0
25714,1
27252,1
12244,1
14114,1
30406,1
31000,0
14411,1
10883,1
26606,1
31031,1
11959,1
24209,0
21066,1
14847,0
23485,1
7636,1
21886,1
19735,1
26699,1
19220,1
10685,1
27995,1
28405,1
22792,1
14375,1
31627,1
4957,1
29294,1
28610,0
14760,0
19223,1
8621,1
15588,1
32431,1
16184,1
8068,0
6790,1
13714,0
30791,1
9302,1
16581,1
29720,1
24363,0
71,1
23942,0
27044,0
29218,1
6715,1
20258,0
27737,1
14642,1
26542,1
31322,0
22574,0
5577,1
14496,1
26451,1
31143,1
8148,1
19207,1
28917,1
23863,1
24105,0
8663,1
17335,0
19470,0
80,1
2001,1
839,1
12142,1
15847,0
29166,1
19063,1
10211,0
23778,1
17530,1
21967,1
30634,1
19141,1
14476,0
19955,1
6454,1
10471,1
31799,0
20373,1
4391,1
28438,1
17332,1
18876,1
15517,0
9714,1
6411,1
4324,1
4294,1
18870,1
4824,1
20917,1
18531,0
3425,1
28459,0
23555,1
28017,1
8141,1
17838,1
11653,1
6722,1
10810,1
3825,1
7883,1
23716,0
1308,1
23251,1
19651,1
10484,1
21882,1
10186,0
5730,1
6473,1
30591,1
13087,1
16931,1
23444,1
24806,1
1145,0
14986,1
18315,0
20853,0
1661,0
26951,1
27539,1
5619,1
13927,1
15249,1
6162,1
25992,0
17706,1
23079,1
18499,1
16793,1
29655,0
3236,1
27811,0
7588,1
17771,0
536,1
18711,1
9380,1
16828,1
17399,1
14902,1
11342,1
6547,0
7844,1
27235,0
25355,1
26098,0
32553,1
19483,0
12049,0
2781,0
14362,1
27661,1
25179,1
11879,1
19038,1
16112,1
13964,1
23140,1
20626,1
14352,1
13574,1
884,1
20475,1
8251,0
4459,1
23911,1
19723,1
22978,0
25185,1
28494,1
23217,1
26237,1
22385,0
7504,1
9643,1
717,1
22223,0
18878,0
19065,1
7976,0
19203,1
28643,1
21691,1
18749,1
21909,1
1594,1
2627,1
319,1
19687,1
30353,1
18280,1
8186,1
8602,1
18905,1
25012,0
6294,1
30729,1
25176,1
22592,0
29386,1
28816,1
31483,0
25868,1
25654,1
13420,1
23460,0
10657,0
32249,0
25481,0
18492,1
14896,1
9074,1
21801,1
18186,1
30205,0
26316,1
4572,1
31221,1
4750,0
9460,1
17672,0
8274,1
27955,1
26642,1
2967,1
19611,1
29613,1
21375,0
18204,1
13460,0
1596,1
540,1
26028,1
12645,1
4372,1
23667,1
2485,1
9371,1
12949,1
9908,0
480,1
11108,1
9339,1
731,1
24186,0
1628,1
22116,1
21667,1
5736,1
12698,1
4091,1
2907,1
18493,0
20815,1
16433,1
14447,1
2263,1
87,1
28591,1
21897,1
19157,1
15275,0
10491,1
15185,1
27622,0
7130,1
28702,0
584,1
13718,1
31923,1
702,1
22450,1
13483,0
3386,1
31013,0
23571,0
10412,1
16124,1
27742,1
25180,0
29959,1
9229,1
3303,1
2283,1
10335,1
23443,1
7742,1
30150,1
4246,0
20590,1
2171,1
29337,1
11674,0
5375,1
5428,1
26591,0
10197,1
11512,1
3245,0
3891,1
7992,1
31203,1
29577,1
1213,0
14054,1
3364,1
14885,1
3774,0
21740,1
14843,1
25240,1
14318,1
20201,0
8912,0
16157,1
8268,0
15635,1
7616,1
868,0
26187,1
462,1
31363,1
18482,0
28307,1
25079,0
26076,0
16017,0
22141,0
15313,1
26633,1
26109,1
32034,1
28537,0
31481,0
12435,0
8278,0
252,1
25050,1
22671,0
21156,0
28529,1
8048,0
28986,1
21726,1
17252,1
4387,1
31842,0
5852,1
26996,1
21081,1
22330,1
20791,1
7464,0
29492,1
13279,1
23180,1
14239,1
8561,0
24442,0
8894,1
10876,1
32192,1
4236,1
4822,1
2519,1
13863,1
11156,1
28844,1
19859,0
8036,0
23994,0
22021,1
17211,1
25311,0
5270,1
20912,1
14488,1
10227,1
3727,0
26568,1
10402,1
6463,1
32116,1
16476,1
32033,1
26558,0
8887,1
866,1
2044,1
19718,1
1303,1
22952,1
3041,1
24846,1
23848,1
18189,0
7721,0
26529,1
14864,0
8944,1
31454,0
19339,1
4757,1
28949,1
18506,1
1542,1
5675,1
1343,1
27072,1
30044,1
10012,1
18136,1
22652,1
2534,1
17926,1
20394,1
25792,1
18298,1
4622,0
744,1
23369,1
26470,0
6299,0
9690,0
9728,1
21476,0
11668,1
473,1
27504,1
17192,1
6976,1
9334,1
17883,1
19464,0
1408,1
27372,1
8512,1
30117,1
641,1
19143,0
5602,0
15955,0
11452,1
15981,1
1461,1
27910,1
11598,1
26871,0
23735,0
16858,1
29642,0
14304,1
9742,1
24014,0
5432,1
5332,1
1607,1
29333,1
22539,1
24837,1
15246,1
21194,1
8893,1
20553,1
1191,0
15909,0
14988,1
28856,1
6388,1
20610,0
31144,1
1263,1
17076,0
16678,1
23084,1
20968,1
5779,1
3014,0
14426,1
1714,1
16070,1
4311,0
21654,1
25706,1
3667,1
31316,1
29704,1
14506,1
19109,1
30130,1
12482,1
18348,1
8672,1
10311,1
32376,1
21240,0
13516,0
12953,1
19295,1
5451,1
10580,0
12704,0
21429,0
18519,0
9426,1
22527,0
1196,1
31107,1
3523,0
27394,1
23660,1
5145,1
26536,1
23213,1
5741,1
16551,1
7623,1
23367,1
356,1
22302,1
19265,1
19652,1
27440,0
4937,1
25380,1
922,1
28011,1
23780,1
20065,1
6103,1
30849,1
3427,1
1399,0
12561,1
9314,1
17847,1
32156,0
225,1
13732,1
3562,1
5140,0
11126,0
1089,1
26613,1
29958,0
11395,1
16466,1
28974,1
12406,1
12464,1
26635,1
6745,1
3857,1
20644,1
274,1
32401,1
10107,1
19987,1
30692,1
6947,1
31764,0
8276,1
1880,1
19481,1
30419,1
15844,1
12374,1
24052,1
15756,1
2143,1
28363,0
24011,1
17357,1
14096,0
21003,1
754,1
13019,1
19393,1
31838,1
2482,1
3370,1
1825,0
2296,1
30664,1
20133,1
32545,0
22877,1
26589,1
12211,1
5499,1
3880,0
21610,0
10770,1
32100,1
6850,0
13082,1
12972,1
18387,0
11233,1
7251,1
28962,1
8863,1
26826,0
20859,1
12576,1
28687,0
2709,1
14074,1
28447,0
21884,0
7808,1
6483,0
27928,0
18705,1
28871,1
28767,1
3711,1
10723,1
31078,1
7795,1
28181,1
1261,0
25743,0
27626,1
15841,1
9765,1
16397,1
21063,0
8614,0
29481,1
8790,0
15243,1
20996,0
21407,1
18907,1
15059,1
19765,0
13052,1
12089,1
24029,1
6428,1
18163,1
27849,1
5882,0
24075,1
22585,1
17787,0
3409,1
8679,1
7356,1
13104,1
7184,0
2863,1
11425,1
2435,1
593,0
10172,1
12133,0
15050,1
2607,0
4652,1
27483,1
17169,1
23907,1
11451,1
14666,1
29035,1
1144,1
25128,1
6087,1
27833,1
27892,0
32323,1
4662,1
24139,1
22367,1
29441,1
24565,0
27197,1
31969,1
4951,0
11409,0
29996,0
13690,1
2615,1
4566,0
2808,1
2588,0
28019,1
28535,1
30762,1
26872,1
27113,1
32196,1
15226,1
12150,1
2742,1
4653,1
24742,0
27436,1
18121,0
16359,1
6281,0
21823,1
4031,0
18444,1
26587,1
32295,0
12672,1
4917,1
6385,1
28882,1
21641,0
25309,1
1630,1
31982,1
15073,1
4466,0
26314,1
3144,0
20843,0
5378,1
19322,1
18537,1
5676,1
29503,1
19192,1
3617,1
3892,0
994,1
18243,1
24957,1
12044,0
10492,1
30914,1
6800,1
28089,1
13419,0
4383,1
16690,0
18512,1
22210,0
19437,0
22522,1
6974,1
20543,0
32481,1
2994,1
30644,1
27873,1
26433,1
17754,1
24293,1
22497,1
649,0
4364,1
10923,1
20909,1
23919,0
23363,1
6170,0
6750,1
28691,1
18612,0
27407,1
16705,1
5541,1
16619,0
23819,1
23691,1
23526,1
11936,1
12898,0
1575,1
21646,1
28639,1
10396,1
17120,0
13109,0
24540,1
15519,1
7923,1
7625,1
32334,1
3089,0
22824,1
3505,1
12246,0
19600,1
24932,1
20471,0
30483,1
29672,1
5118,1
5715,1
12485,1
30858,0
10766,1
7953,1
22851,1
28155,0
7382,1
31738,1
29458,1
4896,1
11267,1
20341,1
24460,1
26049,1
29342,1
4897,0
24985,1
16442,1
9933,1
27652,1
27790,1
11386,1
29298,1
7840,0
27875,1
5029,1
20090,1
18211,1
31903,0
21241,0
25404,1
18804,1
9947,1
29516,1
23093,1
16327,1
13909,1
22273,1
29645,1
1166,0
24227,1
14919,0
25391,1
32348,1
846,1
20751,1
23676,1
10158,1
10334,1
23477,1
24703,1
26072,1
13612,1
6608,0
25756,1
12380,1
21665,1
14159,1
6403,1
10151,1
32349,1
9941,0
11332,1
9906,0
6523,1
615,1
6413,1
24973,1
14977,0
913,1
4242,1
10635,1
24505,1
8286,1
25198,1
2903,1
27081,1
30270,1
13330,1
10108,1
29717,0
4467,1
17439,1
13687,1
833,1
29677,1
12267,0
25875,1
24252,1
24997,1
29799,1
5305,1
24984,1
2853,1
24887,1
7277,1
3299,1
18654,0
4477,1
19077,1
24582,1
17092,0
2199,1
27788,1
19670,1
10157,1
2923,1
28647,1
78,1
1112,1
15885,1
13772,1
15015,0
1294,1
26164,1
12638,1
3809,0
29462,1
18398,1
13813,0
20294,1
2951,1
20628,1
17770,1
4632,0
1480,1
13966,0
10641,1
15228,1
30320,0
18629,1
1719,1
22673,1
1644,1
28347,1
26881,1
13802,1
4487,1
24444,1
15053,1
2003,0
13233,0
13399,1
8494,1
7546,1
14868,1
16953,0
12970,0
4731,1
27202,1
12625,1
21684,1
3937,1
2289,1
15554,1
32298,1
11666,1
8424,1
21470,1
26819,1
13921,0
5801,1
18446,1
12275,1
4565,1
21598,1
30194,0
30561,1
24385,1
691,1
9723,0
29490,1
4927,1
1298,1
48,1
30647,1
18731,1
23792,0
14970,1
7362,0
3226,1
10575,1
31549,1
4930,1
10366,0
15397,1
29886,1
2147,1
26327,0
31995,1
13617,1
19494,0
19939,1
12868,1
7469,1
26541,0
29220,1
20768,0
27637,0
24994,1
16097,1
22048,1
467,1
5634,0
30737,1
1989,1
17197,0
27497,1
23841,0
11104,1
40,1
15736,1
21051,1
28798,0
30893,1
5013,0
773,0
609,1
14310,1
24136,0
2541,0
14136,1
4953,0
13627,1
30092,1
6658,0
7591,0
14137,1
25734,1
11291,1
21056,1
23981,1
8059,1
20462,1
14056,1
24896,1
14985,1
4085,1
12542,1
1739,1
25542,1
30828,1
15808,1
20954,1
15200,1
10144,0
31856,1
18848,1
4699,1
3277,1
26524,0
14343,1
31095,0
25986,1
18350,0
8159,1
6337,0
30967,1
23038,1
19558,1
1697,1
14377,1
14613,1
20735,0
17601,1
29917,1
24969,1
2288,1
29280,1
29262,1
12837,0
32145,1
11303,1
13572,1
17127,1
25278,1
15047,1
8599,1
17383,1
27969,1
14617,0
8691,0
20951,1
23960,1
18657,0
9982,1
12844,1
827,1
1071,0
13629,1
21147,0
350,0
21314,0
28456,1
11082,0
17994,1
12687,1
14070,1
1940,1
4789,1
26383,1
26594,1
10255,0
23397,1
13662,1
16546,1
16951,1
14495,1
21436,1
16213,1
16451,1
18619,1
8031,0
13553,1
19530,1
7927,1
2884,1
2818,1
15462,0
11909,0
3466,0
12619,1
20244,1
5239,1
4603,0
6193,1
31257,1
13801,1
10142,1
14679,1
7998,0
1907,1
29418,1
11401,1
5857,0
30866,1
16787,1
24002,1
1755,1
6336,1
21910,1
30133,1
29181,1
2192,1
22868,0
31056,0
27076,1
6259,1
654,1
5809,1
26812,1
940,1
24831,1
17942,1
22832,1
28824,0
27146,1
18190,1
31187,1
12134,1
5267,0
29079,1
5825,1
29957,1
16541,1
26431,1
13822,1
18511,0
16689,0
25888,0
4226,1
193,1
22581,1
8063,1
22864,1
6474,1
15232,0
1955,1
23531,1
15815,1
16287,0
6561,0
8899,1
31340,1
15001,0
3050,0
22216,1
3181,1
28817,0
13886,1
29121,0
20616,1
1357,1
25327,0
4423,1
6446,1
3527,1
117,0
24431,1
17431,1
23511,0
15899,1
19592,1
26818,1
12241,0
22272,0
3847,0
4802,1
12252,1
16162,1
30180,1
18949,1
3884,0
21080,1
8060,1
29718,0
23504,0
12239,1
5985,0
29163,1
18727,1
4696,1
21321,1
6384,0
5275,0
8242,1
29307,1
1944,1
26037,0
14835,0
14757,0
7798,1
21580,1
15918,1
8094,1
20731,0
9984,1
27789,0
6870,0
10,0
11730,1
6380,1
9588,0
19212,1
29267,1
12391,1
28872,1
18518,1
24564,1
26108,1
16696,1
11453,0
20688,1
25106,1
9220,1
1465,1
401,1
17067,1
987,1
16100,1
22655,0
18207,1
25695,1
24131,0
19085,1
17496,1
12608,1
21122,1
12345,1
1356,1
1300,1
3260,0
19209,1
16957,1
22071,0
277,1
17662,1
8883,0
32153,1
15943,1
22054,1
26046,1
30457,1
29742,1
19005,0
23057,1
5218,1
14758,1
8158,1
10068,1
17135,0
21157,1
24369,1
6426,0
29715,1
14992,0
22696,0
23751,1
24205,1
17621,1
22388,0
23999,0
1500,0
8336,1
4024,0
21786,1
30941,0
16912,1
4131,0
9539,1
17465,1
708,1
31350,1
12612,1
30836,1
5807,1
7823,1
31428,1
12071,1
12,1
6682,1
12610,1
3059,1
2928,1
12070,1
14554,0
29306,1
13631,0
10660,1
25727,1
13360,1
29569,1
20833,1
25167,1
1641,0
4769,1
11456,0
15535,1
2312,0
1794,1
17195,1
18465,1
7339,0
24952,1
4523,1
8879,0
30804,1
16009,1
10752,0
14693,1
30537,1
13611,1
20603,0
28297,1
16159,1
30339,0
30469,0
1681,1
13101,1
21054,1
18919,1
30062,1
26268,0
15553,0
16076,1
34,1
7790,1
29532,1
26604,1
28483,1
13202,0
24956,1
19415,1
18692,1
24682,1
18694,1
9468,0
812,1
4455,1
3133,0
24700,1
10748,1
26481,1
2888,1
28387,1
28250,1
19642,1
30312,1
29373,1
7743,1
1041,1
2291,1
21865,1
5572,1
26323,0
8275,1
31833,1
29559,1
31292,1
27876,0
21362,1
14621,1
11859,1
24032,1
9578,1
13945,1
29448,1
27162,1
23888,1
21807,1
19262,1
11242,1
20881,1
5061,1
2617,1
7924,1
18642,1
28300,0
12968,1
15139,1
27007,0
10382,1
26971,1
2861,1
31713,1
12264,1
21077,0
3646,1
20785,1
17097,1
30262,1
8983,1
9696,1
17766,0
25183,1
7218,1
5399,1
23772,1
11308,1
17504,1
10786,0
21374,0
24720,1
101,0
18618,1
32388,1
7771,1
7367,0
9889,1
32434,1
20202,1
27457,1
30216,0
8501,1
17622,0
23547,1
2047,1
28451,1
29004,0
13808,1
6276,1
21280,0
8867,1
22124,1
2,1
17368,0
3004,1
27675,1
21645,1
13212,0
10200,1
29923,1
8506,0
3457,1
25010,1
16922,0
17595,1
2690,1
27123,1
15404,1
29719,0
16863,1
22958,1
2738,0
16467,1
26067,1
21941,1
3945,0
2523,1
7679,0
20039,0
4891,1
10908,1
1257,0
2711,1
30576,1
25812,1
3514,1
16216,1
20919,1
21097,0
14627,1
26990,1
4799,1
24483,0
20340,0
20753,1
9605,0
27727,0
2384,1
10734,1
8664,1
24040,1
7235,1
14425,1
28130,1
8838,1
18413,1
13847,1
6423,1
21459,1
32211,1
25306,0
22933,0
25828,0
7934,1
15267,1
24196,0
5775,1
26560,0
30586,1
4630,1
23370,0
15045,1
17491,1
20370,1
8256,0
10566,0
32485,1
21214,0
10971,1
28022,0
3145,1
24706,1
857,0
21916,1
21296,1
28596,0
21858,1
21117,1
14729,1
3702,1
21383,1
3678,1
25704,1
633,0
10791,1
18052,1
21544,1
22674,1
21298,1
16412,1
15003,1
29647,1
870,0
24108,0
9924,0
12596,1
21816,0
5640,1
7050,1
23878,0
17545,1
24558,1
18722,1
13876,1
21018,1
19763,0
8357,1
7430,1
3001,1
7005,1
31597,1
16035,1
13836,0
15968,0
14907,1
19421,1
7525,1
31110,0
2357,0
25562,1
5549,1
13033,0
27218,0
8743,1
21790,1
23186,1
6111,0
14950,0
11874,1
31552,1
17390,1
22394,0
14515,1
14926,1
14445,1
10893,1
10260,1
2619,1
8781,0
13397,1
23319,0
16955,1
12047,1
22191,1
1852,1
22765,1
6139,1
26393,1
1225,1
4936,1
16282,0
15587,1
22494,1
14040,1
8415,1
23930,1
10560,1
24852,1
10530,1
15283,1
20066,1
24114,1
12556,0
3412,1
4657,0
16554,1
8633,0
5100,1
20645,0
31879,1
19951,1
14384,0
26105,0
17534,1
12839,0
20960,1
26233,1
7654,1
5086,1
23932,0
31270,1
2580,0
31109,1
10516,1
15039,1
25507,1
18146,0
15439,1
17423,1
29896,1
29215,1
20313,1
13916,1
16630,1
30815,0
15443,1
20991,1
26374,1
18997,1
1624,1
20476,1
3537,1
7426,1
23366,0
1548,0
23945,1
30104,0
2931,1
31631,1
23082,1
11296,1
30659,1
27333,1
7420,0
17937,1
14130,1
16208,1
9279,0
9898,1
11703,0
28315,0
10333,1
3480,0
15655,1
529,1
17174,1
399,0
852,1
26286,1
6925,0
26384,1
26740,1
21178,1
17997,1
18623,0
17839,1
2227,0
113,1
31342,1
19742,1
14322,1
6184,0
3959,0
17801,0
14134,1
17158,1
12602,0
19982,1
26077,1
27647,1
13679,1
727,1
23692,1
22313,1
22660,1
31530,1
31306,0
12579,1
1565,1
11940,1
30479,1
22995,0
5247,1
3548,1
23072,1
20907,1
30215,0
26890,0
32265,0
17333,1
30881,1
7947,1
1702,1
19655,0
25065,0
16109,0
12714,0
10783,1
18127,1
28351,1
22014,1
22670,1
28496,1
21956,0
31501,1
15301,1
3274,0
12945,0
12668,0
21312,1
5874,1
13029,1
25247,1
1426,0
12269,1
21433,0
18527,0
29053,0
30755,1
21227,1
25475,1
2741,1
13589,1
26961,1
17011,1
24819,1
15375,0
20799,0
25115,1
10018,1
30764,1
9515,1
28560,1
13912,1
12165,0
10576,0
23461,1
25500,1
5732,1
15043,1
23110,0
28314,1
27630,1
25889,1
3599,0
30099,0
13013,1
5891,1
772,1
6288,1
4819,1
12636,1
6435,1
27204,1
25782,0
5896,1
27658,1
18269,1
23545,0
3529,1
26624,0
28606,1
9195,1
29378,1
21206,0
10085,1
25836,1
22648,1
9139,1
12015,0
15666,0
19941,1
13221,1
26955,1
7906,0
4002,1
26152,1
11502,1
29945,1
18544,1
9677,1
18979,1
23048,1
29011,0
3194,1
11682,1
16531,1
4708,1
15859,1
7158,1
31570,1
13490,1
29560,0
24264,1
28556,1
28225,1
17742,1
3714,0
11268,1
20763,1
432,1
3254,0
13786,0
17317,1
11090,0
7169,1
31691,1
24501,1
24267,0
13680,1
7112,1
9504,1
27714,1
24310,1
11685,0
6286,1
13231,1
28104,1
28419,0
27854,1
27529,1
7838,1
30305,1
23433,1
12688,0
564,0
1908,1
4922,1
30269,1
13954,0
24370,1
17387,0
5738,1
1161,1
16396,1
9113,0
18838,1
24530,1
722,1
24744,0
14897,0
31020,1
31470,1
1848,1
13146,1
19700,1
24673,0
